entry_time,exit_time,direction,leg,pnl,exit_hit
2026-05-28 15:16:00+00:00,2026-05-28 15:16:00+00:00,long,full,-3.151112632407993,init_sl
2026-05-28 15:18:00+00:00,2026-05-28 15:18:00+00:00,long,full,-4.181599745540704,init_sl
2026-05-29 20:46:00+00:00,2026-05-29 20:49:00+00:00,short,partial,-0.8051107819716149,partial_tp
2026-05-29 20:46:00+00:00,2026-05-29 20:55:00+00:00,short,remainder,1.4034104794789692,runner_support
2026-05-30 08:35:00+00:00,2026-05-30 08:41:00+00:00,long,remainder,-2.1736639480266353,ema21_close
2026-05-30 13:53:00+00:00,2026-05-30 14:04:00+00:00,short,full,-4.894960741182548,init_sl
2026-06-05 13:10:00+00:00,2026-06-05 13:10:00+00:00,short,partial,-0.7778769750728362,partial_tp
2026-06-05 13:10:00+00:00,2026-06-05 13:11:00+00:00,short,remainder,-1.7813005316705621,breakeven
2026-06-05 13:16:00+00:00,2026-06-05 13:16:00+00:00,short,full,-3.8222991778488398,init_sl
2026-06-06 10:54:00+00:00,2026-06-06 10:54:00+00:00,short,partial,-0.7496865372069474,partial_tp
2026-06-06 10:54:00+00:00,2026-06-06 10:54:00+00:00,short,remainder,-1.0485633093610613,runner_support
2026-06-06 15:31:00+00:00,2026-06-06 15:33:00+00:00,short,partial,-0.7493583957461478,partial_tp
2026-06-06 15:31:00+00:00,2026-06-06 15:34:00+00:00,short,remainder,-1.7799361281221178,breakeven
2026-06-07 07:01:00+00:00,2026-06-07 07:02:00+00:00,long,full,-4.707110635762302,init_sl
2026-06-07 07:24:00+00:00,2026-06-07 07:24:00+00:00,long,full,-3.5568642336907246,init_sl
2026-06-07 19:36:00+00:00,2026-06-07 19:37:00+00:00,short,remainder,-2.3739304437639466,ema21_close
2026-06-08 11:51:00+00:00,2026-06-08 11:51:00+00:00,long,partial,-0.7542994777925616,partial_tp
2026-06-08 11:51:00+00:00,2026-06-08 12:00:00+00:00,long,remainder,6.078850878466691,runner_resistance
2026-06-10 19:47:00+00:00,2026-06-10 19:47:00+00:00,short,partial,-0.6985550309667681,partial_tp
2026-06-10 19:47:00+00:00,2026-06-10 19:50:00+00:00,short,remainder,-1.7788649200014335,breakeven
2026-06-11 09:21:00+00:00,2026-06-11 09:21:00+00:00,short,partial,-0.697894007949011,partial_tp
2026-06-11 09:21:00+00:00,2026-06-11 09:23:00+00:00,short,remainder,-1.7783711081226297,breakeven
2026-06-11 19:45:00+00:00,2026-06-11 19:45:00+00:00,long,partial,-0.727457237969265,partial_tp
2026-06-11 19:45:00+00:00,2026-06-11 19:50:00+00:00,long,remainder,-1.7775722340585653,breakeven
2026-06-12 08:44:00+00:00,2026-06-12 08:44:00+00:00,long,partial,-0.7288620703591135,partial_tp
2026-06-12 08:44:00+00:00,2026-06-12 08:45:00+00:00,long,remainder,-1.777051977272399,breakeven
2026-06-14 08:32:00+00:00,2026-06-14 08:32:00+00:00,long,remainder,-1.786929784045687,ema21_close
2026-06-14 08:43:00+00:00,2026-06-14 08:43:00+00:00,long,partial,-0.7333333166972471,partial_tp
2026-06-14 08:43:00+00:00,2026-06-14 08:43:00+00:00,long,remainder,-1.2964486945561657,runner_resistance
2026-06-14 13:46:00+00:00,2026-06-14 13:51:00+00:00,short,partial,-0.730041449648394,partial_tp
2026-06-14 13:46:00+00:00,2026-06-14 13:51:00+00:00,short,remainder,-1.158787189435432,runner_support
2026-06-16 16:31:00+00:00,2026-06-16 16:31:00+00:00,long,partial,-0.7578386446347039,partial_tp
2026-06-16 16:31:00+00:00,2026-06-16 16:32:00+00:00,long,remainder,-1.7751004049096055,breakeven
2026-06-18 11:31:00+00:00,2026-06-18 11:31:00+00:00,short,remainder,-2.05564216410691,ema21_close
2026-06-18 20:20:00+00:00,2026-06-18 20:22:00+00:00,long,remainder,-1.8581965927096098,ema21_close
2026-06-18 20:24:00+00:00,2026-06-18 20:27:00+00:00,long,partial,-0.7278393864494908,partial_tp
2026-06-18 20:24:00+00:00,2026-06-18 20:28:00+00:00,long,remainder,-0.5709001371625835,runner_resistance
2026-06-20 13:41:00+00:00,2026-06-20 13:43:00+00:00,short,remainder,-1.5615247867857835,runner_support
2026-06-21 07:01:00+00:00,2026-06-21 07:30:00+00:00,long,remainder,-1.5196151706536585,ema21_close
2026-06-21 11:17:00+00:00,2026-06-21 11:17:00+00:00,long,remainder,-1.7839379880988406,ema21_close
2026-06-21 19:46:00+00:00,2026-06-21 19:46:00+00:00,long,remainder,-2.2914249486863,ema21_close
2026-06-23 21:35:00+00:00,2026-06-23 21:38:00+00:00,long,partial,-0.7019710604957909,partial_tp
2026-06-23 21:35:00+00:00,2026-06-23 21:38:00+00:00,long,remainder,-0.9589350175297966,runner_resistance
2026-06-24 21:49:00+00:00,2026-06-24 21:53:00+00:00,long,full,-4.863442563877609,init_sl
2026-06-24 21:55:00+00:00,2026-06-24 21:56:00+00:00,long,partial,-0.6736938000303692,partial_tp
2026-06-24 21:55:00+00:00,2026-06-24 21:56:00+00:00,long,remainder,-0.7615280395053021,runner_resistance
2026-06-26 21:14:00+00:00,2026-06-26 21:15:00+00:00,long,full,-4.21093541696746,init_sl
2026-06-26 21:36:00+00:00,2026-06-26 21:38:00+00:00,long,full,-4.252035624531239,init_sl
2026-06-27 19:53:00+00:00,2026-06-27 19:53:00+00:00,short,remainder,-2.4065233476451233,runner_support
2026-06-27 19:59:00+00:00,2026-06-27 19:59:00+00:00,short,full,-4.18562917479832,init_sl
2026-06-27 20:44:00+00:00,2026-06-27 20:48:00+00:00,long,remainder,-2.4578534489582755,ema21_close
2026-06-28 07:18:00+00:00,2026-06-28 07:18:00+00:00,short,full,-4.311562599869541,init_sl
2026-06-28 09:12:00+00:00,2026-06-28 09:12:00+00:00,long,remainder,-1.9497578586640318,runner_resistance
2026-06-28 09:14:00+00:00,2026-06-28 09:14:00+00:00,long,remainder,-1.9493248773267369,runner_resistance
2026-06-28 09:16:00+00:00,2026-06-28 09:16:00+00:00,long,remainder,-1.959651560025651,runner_resistance
2026-06-28 09:18:00+00:00,2026-06-28 09:18:00+00:00,long,full,-4.1981282930629975,init_sl
2026-06-30 18:25:00+00:00,2026-06-30 18:27:00+00:00,long,full,-5.552995917510666,init_sl
2026-06-30 19:46:00+00:00,2026-06-30 19:50:00+00:00,short,partial,-0.6735632927621236,partial_tp
2026-06-30 19:46:00+00:00,2026-06-30 19:50:00+00:00,short,remainder,-0.6081508505336028,runner_support
2026-06-30 20:15:00+00:00,2026-06-30 20:15:00+00:00,short,remainder,-1.763518449937252,ema21_close
2026-07-01 12:00:00+00:00,2026-07-01 12:00:00+00:00,long,partial,-0.6758410877750098,partial_tp
2026-07-01 12:00:00+00:00,2026-07-01 12:01:00+00:00,long,remainder,-1.7631324567126012,breakeven
2026-07-02 18:43:00+00:00,2026-07-02 18:43:00+00:00,long,full,-3.4610414182907014,init_sl
2026-07-02 18:50:00+00:00,2026-07-02 18:50:00+00:00,long,full,0.5995719676453075,init_sl
2026-07-02 20:37:00+00:00,2026-07-02 20:38:00+00:00,long,full,-4.79854672165505,init_sl
2026-07-02 21:23:00+00:00,2026-07-02 21:29:00+00:00,long,remainder,-2.153743522423386,ema21_close
2026-07-03 15:20:00+00:00,2026-07-03 15:20:00+00:00,long,full,-3.9615346727472405,init_sl
2026-07-05 20:25:00+00:00,2026-07-05 21:04:00+00:00,long,partial,-0.7122303462615334,partial_tp
2026-07-05 20:25:00+00:00,2026-07-05 21:16:00+00:00,long,remainder,-1.0473532046635685,ema21_close
2026-07-06 17:14:00+00:00,2026-07-06 17:14:00+00:00,long,remainder,-3.001525129694164,ema21_close
2026-07-07 12:33:00+00:00,2026-07-07 12:33:00+00:00,long,partial,-0.7086204600494239,partial_tp
2026-07-07 12:33:00+00:00,2026-07-07 12:34:00+00:00,long,remainder,-1.7585639021254615,breakeven
2026-07-09 20:55:00+00:00,2026-07-09 20:55:00+00:00,long,remainder,-2.086980687653947,runner_resistance
2026-07-10 20:18:00+00:00,2026-07-10 20:19:00+00:00,long,partial,-0.6944724906863116,partial_tp
2026-07-10 20:18:00+00:00,2026-07-10 20:26:00+00:00,long,remainder,-1.7577867775635105,breakeven
2026-07-10 20:34:00+00:00,2026-07-10 20:37:00+00:00,long,remainder,-2.1930928602749966,ema21_close
2026-07-10 21:10:00+00:00,2026-07-10 21:17:00+00:00,long,full,-4.744425955603172,init_sl
2026-07-10 21:31:00+00:00,2026-07-10 21:34:00+00:00,long,remainder,-2.3813549659376587,ema21_close
2026-07-10 21:47:00+00:00,2026-07-10 21:47:00+00:00,long,remainder,-1.7660001291147107,ema21_close
2026-07-11 07:07:00+00:00,2026-07-11 07:23:00+00:00,long,remainder,-1.8398424295518814,ema21_close
2026-07-11 10:09:00+00:00,2026-07-11 10:09:00+00:00,long,remainder,-2.8034238123074084,runner_resistance
2026-07-11 10:11:00+00:00,2026-07-11 10:11:00+00:00,long,remainder,-2.8025225700473895,runner_resistance
2026-07-11 10:13:00+00:00,2026-07-11 10:13:00+00:00,long,remainder,-2.8016216175179522,runner_resistance
2026-07-11 10:15:00+00:00,2026-07-11 10:15:00+00:00,long,remainder,-2.8113015993994703,runner_resistance
2026-07-11 10:17:00+00:00,2026-07-11 10:17:00+00:00,long,remainder,-1.79473385845981,ema21_close
2026-07-12 10:26:00+00:00,2026-07-12 10:31:00+00:00,long,remainder,-1.6777849076363933,runner_resistance
2026-07-12 11:07:00+00:00,2026-07-12 11:07:00+00:00,long,remainder,-2.176225409871263,runner_resistance
2026-07-12 11:09:00+00:00,2026-07-12 11:09:00+00:00,long,remainder,-2.1650732506996997,runner_resistance
2026-07-12 11:11:00+00:00,2026-07-12 11:11:00+00:00,long,remainder,-2.164534670877906,runner_resistance
2026-07-12 11:27:00+00:00,2026-07-12 11:27:00+00:00,long,remainder,-2.2912273199028332,runner_resistance
2026-07-12 11:36:00+00:00,2026-07-12 11:36:00+00:00,long,remainder,-2.2906238475988636,runner_resistance
2026-07-12 11:39:00+00:00,2026-07-12 11:39:00+00:00,long,remainder,-2.290020534239762,runner_resistance
2026-07-12 15:35:00+00:00,2026-07-12 15:44:00+00:00,long,remainder,-2.035158165920617,ema21_close
2026-07-12 19:36:00+00:00,2026-07-12 20:04:00+00:00,long,full,-3.6670047708084166,init_sl
2026-07-14 13:01:00+00:00,2026-07-14 13:01:00+00:00,long,full,7.875211518409884,init_sl
2026-07-14 13:08:00+00:00,2026-07-14 13:08:00+00:00,long,partial,-0.6819523860489425,partial_tp
2026-07-14 13:08:00+00:00,2026-07-14 13:11:00+00:00,long,remainder,-1.7495752593425538,breakeven
2026-07-15 19:51:00+00:00,2026-07-15 19:51:00+00:00,short,remainder,-1.7598894026617324,ema21_close
2026-07-19 19:33:00+00:00,2026-07-19 19:33:00+00:00,long,remainder,-2.496242303590031,runner_resistance
2026-07-20 08:00:00+00:00,2026-07-20 08:00:00+00:00,long,partial,-0.6665587944734979,partial_tp
2026-07-20 08:00:00+00:00,2026-07-20 08:00:00+00:00,long,remainder,2.9791776836831922,runner_resistance
2026-07-21 18:54:00+00:00,2026-07-21 18:55:00+00:00,long,partial,-0.6824544986584993,partial_tp
2026-07-21 18:54:00+00:00,2026-07-21 19:03:00+00:00,long,remainder,3.1346554967089997,runner_resistance
2026-07-22 09:28:00+00:00,2026-07-22 09:28:00+00:00,long,full,-3.6883669827964667,init_sl
2026-07-23 20:17:00+00:00,2026-07-23 20:20:00+00:00,long,remainder,-2.188543063442095,ema21_close
2026-07-25 07:03:00+00:00,2026-07-25 07:03:00+00:00,long,remainder,-4.555641556501875,runner_resistance
2026-07-25 07:05:00+00:00,2026-07-25 07:05:00+00:00,long,remainder,-4.553252400553933,runner_resistance
2026-07-25 07:09:00+00:00,2026-07-25 07:09:00+00:00,long,remainder,-4.550864497572464,runner_resistance
2026-07-25 07:14:00+00:00,2026-07-25 07:14:00+00:00,long,remainder,-4.548477846900368,runner_resistance
2026-07-25 07:16:00+00:00,2026-07-25 07:16:00+00:00,long,remainder,-4.546092447880882,runner_resistance
2026-07-25 07:18:00+00:00,2026-07-25 07:18:00+00:00,long,remainder,-4.543708299857592,runner_resistance
2026-07-25 07:20:00+00:00,2026-07-25 07:20:00+00:00,long,remainder,-4.541325402174427,runner_resistance
2026-07-25 11:18:00+00:00,2026-07-25 11:18:00+00:00,long,full,-2.4367766687100962,init_sl
2026-07-25 11:20:00+00:00,2026-07-25 11:20:00+00:00,long,full,-2.436090593689901,init_sl
2026-07-25 11:22:00+00:00,2026-07-25 11:22:00+00:00,long,full,-2.4354047118342828,init_sl
2026-07-25 11:24:00+00:00,2026-07-25 11:24:00+00:00,long,full,-2.4347190230888565,init_sl
2026-07-25 11:26:00+00:00,2026-07-25 11:26:00+00:00,long,full,-2.434033527399249,init_sl
2026-07-25 11:28:00+00:00,2026-07-25 11:28:00+00:00,long,full,-2.433348224711109,init_sl
2026-07-25 11:30:00+00:00,2026-07-25 11:30:00+00:00,long,full,-2.4326631149700946,init_sl
2026-07-26 21:44:00+00:00,2026-07-26 21:45:00+00:00,long,full,-4.282657578496239,init_sl
2026-07-26 21:47:00+00:00,2026-07-26 21:47:00+00:00,long,full,-3.517042542887281,init_sl
2026-07-26 21:49:00+00:00,2026-07-26 21:49:00+00:00,long,full,-3.4944084147017795,init_sl
2026-07-26 21:55:00+00:00,2026-07-26 21:56:00+00:00,long,remainder,-2.170300205647468,ema21_close
2026-07-27 08:21:00+00:00,2026-07-27 08:22:00+00:00,short,remainder,-1.714308852854672,runner_support
2026-07-27 08:25:00+00:00,2026-07-27 08:25:00+00:00,short,full,-4.842432274045528,init_sl
2026-07-30 11:01:00+00:00,2026-07-30 11:01:00+00:00,long,remainder,-1.8503525841976245,ema21_close
2026-07-30 16:33:00+00:00,2026-07-30 16:33:00+00:00,long,remainder,-2.6244106248822137,ema21_close
2026-08-01 07:38:00+00:00,2026-08-01 07:38:00+00:00,long,full,-3.0835246474963847,init_sl
2026-08-01 07:40:00+00:00,2026-08-01 07:40:00+00:00,long,full,-3.0824207610203613,init_sl
2026-08-01 07:42:00+00:00,2026-08-01 07:42:00+00:00,long,full,-3.081317269730202,init_sl
2026-08-01 07:44:00+00:00,2026-08-01 07:44:00+00:00,long,full,-3.080214173484432,init_sl
2026-08-01 07:46:00+00:00,2026-08-01 07:46:00+00:00,long,full,-3.0791114721416277,init_sl
2026-08-01 07:49:00+00:00,2026-08-01 07:49:00+00:00,long,full,-3.078009165560415,init_sl
2026-08-01 07:51:00+00:00,2026-08-01 07:51:00+00:00,long,full,-3.076907253599473,init_sl
2026-08-01 07:54:00+00:00,2026-08-01 07:54:00+00:00,long,full,-3.0758057361175277,init_sl
2026-08-01 07:56:00+00:00,2026-08-01 07:56:00+00:00,long,full,-3.0747046129733584,init_sl
2026-08-01 07:58:00+00:00,2026-08-01 07:58:00+00:00,long,full,-3.0736038840257938,init_sl
2026-08-01 08:00:00+00:00,2026-08-01 08:00:00+00:00,long,full,-3.072503549133714,init_sl
2026-08-01 09:23:00+00:00,2026-08-01 09:26:00+00:00,long,remainder,-1.8324395194913983,ema21_close
2026-08-01 09:33:00+00:00,2026-08-01 09:33:00+00:00,long,remainder,-1.7367117466679882,ema21_close
2026-08-01 12:30:00+00:00,2026-08-01 12:49:00+00:00,long,remainder,-1.598645328866141,runner_resistance
2026-08-02 10:02:00+00:00,2026-08-02 10:22:00+00:00,long,remainder,-1.7782047349543397,ema21_close
2026-08-02 11:33:00+00:00,2026-08-02 11:33:00+00:00,long,remainder,-1.9678042259965673,ema21_close
2026-08-02 13:23:00+00:00,2026-08-02 13:23:00+00:00,long,remainder,-1.787975355057886,ema21_close
2026-08-04 09:30:00+00:00,2026-08-04 09:31:00+00:00,short,partial,-0.6657034138645423,partial_tp
2026-08-04 09:30:00+00:00,2026-08-04 09:32:00+00:00,short,remainder,-1.7243377814170409,breakeven
2026-08-09 15:40:00+00:00,2026-08-09 15:40:00+00:00,long,remainder,-3.0504037326262754,runner_resistance
2026-08-09 15:46:00+00:00,2026-08-09 15:46:00+00:00,long,remainder,-3.0591427602448547,runner_resistance
2026-08-09 20:06:00+00:00,2026-08-09 20:07:00+00:00,long,partial,-0.7395832900971426,partial_tp
2026-08-09 20:06:00+00:00,2026-08-09 20:07:00+00:00,long,remainder,-0.2680835421670378,runner_resistance
